Linux 3.10.0-514.26.2.el7.x86_64 (ip-10-0-1-10) 	01/08/17 	_x86_64_	(2 CPU)

00:00:01        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
03:10:01            0         0      0.00
03:20:01            0         0      0.00
03:30:01            0         0      0.00
03:40:01            0         0      0.00
03:50:01            0         0      0.00
04:00:01            0         0      0.00
04:10:01            0         0      0.00
04:20:01            0         0      0.00
04:30:01            0         0      0.00
04:40:01            0         0      0.00
04:50:01            0         0      0.00
05:00:01            0         0      0.00
05:10:01            0         0      0.00
05:20:01            0         0      0.00
05:30:01            0         0      0.00
05:40:01            0         0      0.00
05:50:01            0         0      0.00
06:00:01            0         0      0.00
06:10:01            0         0      0.00
06:20:01            0         0      0.00
06:30:01            0         0      0.00
06:40:01            0         0      0.00
06:50:02            0         0      0.00
07:00:01            0         0      0.00
07:10:01            0         0      0.00
07:20:01            0         0      0.00
07:30:01            0         0      0.00
07:40:01            0         0      0.00
07:50:01            0         0      0.00
08:00:01            0         0      0.00
08:10:01            0         0      0.00
08:20:01            0         0      0.00
08:30:01            0         0      0.00
08:40:01            0         0      0.00
08:50:01            0         0      0.00
09:00:02            0         0      0.00
09:10:01            0         0      0.00
09:20:01            0         0      0.00
09:30:01            0         0      0.00
09:40:01            0         0      0.00
09:50:03            0         0      0.00
10:00:01            0         0      0.00
10:10:02            0         0      0.00
10:20:01            0         0      0.00
10:30:01            0         0      0.00
10:40:01            0         0      0.00
10:50:02            0         0      0.00
11:00:01            0         0      0.00
11:10:01            0         0      0.00
11:20:02            0         0      0.00
11:30:02            0         0      0.00
11:40:01            0         0      0.00
11:50:01            0         0      0.00
12:00:02            0         0      0.00
12:10:02            0         0      0.00
12:20:02            0         0      0.00
12:30:01            0         0      0.00
12:40:02            0         0      0.00
12:50:01            0         0      0.00
13:00:02            0         0      0.00
13:10:02            0         0      0.00
13:20:02            0         0      0.00
13:30:01            0         0      0.00
Average:            0         0      0.00

00:00:01    dentunusd   file-nr  inode-nr    pty-nr
00:10:01        90864      1504     37114         1
00:20:01        90870      1504     37114         1
00:30:01        90876      1504     37115         1
00:40:01        90780      1312     36970         0
00:50:01        90784      1312     36969         0
01:00:01        90790      1312     36971         0
01:10:01        90802      1312     36968         0
01:20:01        90806      1280     36967         0
01:30:01        90812      1312     36967         0
01:40:01        90818      1312     36967         0
01:50:01        90824      1312     36968         0
02:00:01        90818      1280     36954         0
02:10:01        90829      1312     36953         0
02:20:01        90835      1280     36955         0
02:30:01        90841      1312     36952         0
02:40:01        90848      1312     36953         0
02:50:01        90854      1312     36956         0
03:00:02        90860      1280     36954         0
03:10:01        90881      1312     36978         0
03:20:01        90920      1280     36977         0
03:30:01        90926      1280     36975         0
03:40:01        90931      1280     36973         0
03:50:01        90937      1280     36973         0
04:00:01        90943      1280     36974         0
04:10:01        90955      1280     36976         0
04:20:01        90961      1280     36973         0
04:30:01        90967      1312     36973         0
04:40:01        90973      1312     36976         0
04:50:01        90979      1312     36974         0
05:00:01        90985      1280     36973         0
05:10:01        90997      1312     36975         0
05:20:01        91003      1280     36974         0
05:30:01        91009      1280     36974         0
05:40:01        91015      1280     36973         0
05:50:01        91021      1280     36973         0
06:00:01        91027      1312     36974         0
06:10:01        91040      1280     36975         0
06:20:01        91046      1280     36974         0
06:30:01        91068      1376     37006         0
06:40:01        91058      1312     36975         0
06:50:02        91064      1312     36975         0
07:00:01        91070      1312     36976         0
07:10:01        91082      1312     36976         0
07:20:01        91088      1280     36975         0
07:30:01        91144      1408     37049         1
07:40:01        91150      1376     37046         1
07:50:01        91156      1408     37046         1
08:00:01        91162      1376     37048         1
08:10:01        91174      1376     37046         1
08:20:01        91180      1376     37046         1
08:30:01        91186      1408     37047         1
08:40:01        91193      1376     37039         1
08:50:01        90311      1568     36742         2
09:00:02        65732      1600     33073         2
09:10:01        51656      1600     31233         2
09:20:01        61022      1600     31370         2
09:30:01        24277      1536     15655         2
09:40:01        15057      1472     15530         1
09:50:03         7342      1472     15653         1
10:00:01         4884      1504     15659         1
10:10:02         4086      1472     15618         1
10:20:01         3700      1472     15609         1
10:30:01         3905      1696     15777         2
10:40:01         3935      1664     15778         2
10:50:02         3943      1664     15779         2
11:00:01         3953      1664     15779         2
11:10:01         3972      1664     15784         2
11:20:02         3983      1664     15782         2
11:30:02         3993      1696     15781         2
11:40:01         3931      1504     15666         1
11:50:01         3942      1472     15665         1
12:00:02         3950      1472     15668         1
12:10:02         3968      1504     15668         1
12:20:02         3978      1472     15671         1
12:30:01         3987      1472     15660         1
12:40:02         3970      1344     15572         0
12:50:01         3962      1280     15552         0
13:00:02         3973      1280     15554         0
13:10:02         3988      1280     15553         0
13:20:02         3996      1280     15552         0
13:30:01         4162      1472     15725         1
Average:        63380      1391     30217         1

00:00:01      runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
00:10:01            2       184      0.57      0.60      0.64         0
00:20:01            1       184      0.74      0.50      0.55         0
00:30:01            2       185      0.27      0.31      0.47         0
00:40:01            2       177      0.71      0.47      0.48         0
00:50:01            5       177      0.30      0.34      0.40         0
01:00:01            1       178      0.31      0.36      0.39         0
01:10:01            2       177      0.20      0.37      0.43         0
01:20:01            1       177      0.76      0.46      0.46         0
01:30:01            2       177      0.61      0.53      0.50         0
01:40:01            2       177      0.32      0.42      0.46         0
01:50:01            1       178      1.04      0.65      0.51         0
02:00:01            5       177      0.50      0.49      0.49         0
02:10:01            1       177      0.55      0.50      0.50         0
02:20:01            1       178      0.48      0.44      0.44         0
02:30:01            1       177      0.24      0.38      0.40         0
02:40:01            1       177      0.22      0.35      0.39         0
02:50:01            1       178      0.24      0.52      0.48         0
03:00:02            1       177      0.27      0.29      0.38         0
03:10:01            2       178      0.54      0.45      0.42         0
03:20:01            1       178      0.49      0.56      0.48         0
03:30:01            3       177      0.22      0.37      0.41         0
03:40:01            1       177      0.23      0.37      0.41         0
03:50:01            1       177      0.44      0.54      0.50         0
04:00:01            2       177      0.15      0.35      0.44         0
04:10:01            4       178      0.60      0.53      0.49         0
04:20:01            2       177      0.50      0.54      0.53         0
04:30:01            1       177      0.15      0.37      0.46         0
04:40:01            1       178      0.21      0.32      0.42         0
04:50:01            2       177      0.47      0.51      0.51         0
05:00:01            4       177      0.26      0.34      0.40         0
05:10:01            2       178      1.38      0.64      0.48         0
05:20:01            6       177      0.06      0.29      0.41         0
05:30:01            4       177      0.80      0.47      0.43         0
05:40:01            2       177      0.73      0.57      0.49         0
05:50:01            2       177      0.54      0.51      0.49         0
06:00:01            1       190      0.35      0.41      0.45         0
06:10:01            1       191      0.59      0.57      0.50         0
06:20:01            1       191      0.60      0.49      0.50         0
06:30:01            6       194      0.59      0.46      0.49         0
06:40:01            3       184      0.47      0.82      0.66         0
06:50:02            1       188      0.31      0.38      0.50         0
07:00:01            2       189      0.58      0.56      0.52         0
07:10:01            5       188      0.57      0.56      0.56         0
07:20:01            2       188      0.11      0.34      0.46         0
07:30:01            1       192      0.31      0.46      0.48         0
07:40:01            1       191      0.49      0.52      0.50         0
07:50:01            1       191      0.27      0.41      0.47         0
08:00:01            2       191      1.25      0.66      0.54         0
08:10:01            5       191      0.28      0.35      0.42         0
08:20:01            1       191      1.39      0.72      0.52         0
08:30:01            1       191      0.64      0.47      0.47         0
08:40:01            1       192      3.43      1.35      0.80         0
08:50:01            4       194      1.53      1.50      1.12         0
09:00:02            0       200      2.95      1.34      1.06         0
09:10:01            2       202      1.01      1.21      1.16         0
09:20:01            2       198      0.58      0.76      0.93         0
09:30:01           12       206      5.31      3.04      1.80         0
09:40:01           12       201      6.10      6.33      4.36         0
09:50:03            1       199      2.44      3.93      4.33         0
10:00:01            1       202      3.08      2.90      3.49         0
10:10:02            0       200      2.07      2.10      2.75         0
10:20:01            2       199      1.52      1.80      2.27         0
10:30:01            0       200      0.23      0.54      1.43         0
10:40:01            2       206      5.91      4.54      2.82         0
10:50:02            0       207      4.44      5.50      4.17         0
11:00:01           13       207      3.48      4.65      4.49         0
11:10:01            1       208      3.58      3.58      3.95         0
11:20:02            0       206      2.25      3.15      3.67         0
11:30:02           11       207      2.91      2.36      2.94         0
11:40:01            1       204      2.48      2.40      2.66         0
11:50:01            8       194      9.30      6.59      4.44         0
12:00:02            5       194      7.32      6.89      5.52         0
12:10:02            3       194      3.39      4.58      5.14         0
12:20:02            6       198      0.77      1.89      3.49         0
12:30:01           14       201      5.18      2.71      3.01         0
12:40:02            0       195      1.13      3.00      3.31         0
12:50:01            4       188      2.36      1.55      2.23         0
13:00:02            5       189      3.83      4.37      3.73         0
13:10:02           17       189      0.25      1.47      2.59         0
13:20:02            2       187      0.61      1.02      1.87         0
13:30:01            0       203      7.57      5.08      3.21         0
Average:            3       188      1.51      1.43      1.39         0

00:00:01          TTY   rcvin/s   xmtin/s framerr/s prtyerr/s     brk/s   ovrun/s
00:10:01            0      0.00      0.00      0.00      0.00      0.00      0.00
00:20:01            0      0.00      0.00      0.00      0.00      0.00      0.00
00:30:01            0      0.00      0.00      0.00      0.00      0.00      0.00
00:40:01            0      0.00      0.00      0.00      0.00      0.00      0.00
00:50:01            0      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01            0      0.00      0.00      0.00      0.00      0.00      0.00
01:10:01            0      0.00      0.00      0.00      0.00      0.00      0.00
01:20:01            0      0.00      0.00      0.00      0.00      0.00      0.00
01:30:01            0      0.00      0.00      0.00      0.00      0.00      0.00
01:40:01            0      0.00      0.00      0.00      0.00      0.00      0.00
01:50:01            0      0.00      0.00      0.00      0.00      0.00      0.00
02:00:01            0      0.00      0.00      0.00      0.00      0.00      0.00
02:10:01            0      0.00      0.00      0.00      0.00      0.00      0.00
02:20:01            0      0.00      0.00      0.00      0.00      0.00      0.00
02:30:01            0      0.00      0.00      0.00      0.00      0.00      0.00
02:40:01            0      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01            0      0.00      0.00      0.00      0.00      0.00      0.00
03:00:02            0      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01            0      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01            0      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01            0      0.00      0.00      0.00      0.00      0.00      0.00
03:40:01            0      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01            0      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01            0      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01            0      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01            0      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01            0      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01            0      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01            0      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01            0      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01            0      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01            0      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01            0      0.00      0.00      0.00      0.00      0.00      0.00
05:40:01            0      0.00      0.00      0.00      0.00      0.00      0.00
05:50:01            0      0.00      0.00      0.00      0.00      0.00      0.00
06:00:01            0      0.00      0.00      0.00      0.00      0.00      0.00
06:10:01            0      0.00      0.00      0.00      0.00      0.00      0.00
06:20:01            0      0.00      0.00      0.00      0.00      0.00      0.00
06:30:01            0      0.00      0.00      0.00      0.00      0.00      0.00
06:40:01            0      0.00      0.00      0.00      0.00      0.00      0.00
06:50:02            0      0.00      0.00      0.00      0.00      0.00      0.00
07:00:01            0      0.00      0.00      0.00      0.00      0.00      0.00
07:10:01            0      0.00      0.00      0.00      0.00      0.00      0.00
07:20:01            0      0.00      0.00      0.00      0.00      0.00      0.00
07:30:01            0      0.00      0.00      0.00      0.00      0.00      0.00
07:40:01            0      0.00      0.00      0.00      0.00      0.00      0.00
07:50:01            0      0.00      0.00      0.00      0.00      0.00      0.00
08:00:01            0      0.00      0.00      0.00      0.00      0.00      0.00
08:10:01            0      0.00      0.00      0.00      0.00      0.00      0.00
08:20:01            0      0.00      0.00      0.00      0.00      0.00      0.00
08:30:01            0      0.00      0.00      0.00      0.00      0.00      0.00
08:40:01            0      0.00      0.00      0.00      0.00      0.00      0.00
08:50:01            0      0.00      0.00      0.00      0.00      0.00      0.00
09:00:02            0      0.00      0.00      0.00      0.00      0.00      0.00
09:10:01            0      0.00      0.00      0.00      0.00      0.00      0.00
09:20:01            0      0.00      0.00      0.00      0.00      0.00      0.00
09:30:01            0      0.00      0.00      0.00      0.00      0.00      0.00
09:40:01            0      0.00      0.00      0.00      0.00      0.00      0.00
09:50:03            0      0.00      0.00      0.00      0.00      0.00      0.00
10:00:01            0      0.00      0.00      0.00      0.00      0.00      0.00
10:10:02            0      0.00      0.00      0.00      0.00      0.00      0.00
10:20:01            0      0.00      0.00      0.00      0.00      0.00      0.00
10:30:01            0      0.00      0.00      0.00      0.00      0.00      0.00
10:40:01            0      0.00      0.00      0.00      0.00      0.00      0.00
10:50:02            0      0.00      0.00      0.00      0.00      0.00      0.00
11:00:01            0      0.00      0.00      0.00      0.00      0.00      0.00
11:10:01            0      0.00      0.00      0.00      0.00      0.00      0.00
11:20:02            0      0.00      0.00      0.00      0.00      0.00      0.00
11:30:02            0      0.00      0.00      0.00      0.00      0.00      0.00
11:40:01            0      0.00      0.00      0.00      0.00      0.00      0.00
11:50:01            0      0.00      0.00      0.00      0.00      0.00      0.00
12:00:02            0      0.00      0.00      0.00      0.00      0.00      0.00
12:10:02            0      0.00      0.00      0.00      0.00      0.00      0.00
12:20:02            0      0.00      0.00      0.00      0.00      0.00      0.00
12:30:01            0      0.00      0.00      0.00      0.00      0.00      0.00
12:40:02            0      0.00      0.00      0.00      0.00      0.00      0.00
12:50:01            0      0.00      0.00      0.00      0.00      0.00      0.00
13:00:02            0      0.00      0.00      0.00      0.00      0.00      0.00
13:10:02            0      0.00      0.00      0.00      0.00      0.00      0.00
13:20:02            0      0.00      0.00      0.00      0.00      0.00      0.00
13:30:01            0      0.00      0.00      0.00      0.00      0.00      0.00
Average:            0      0.00      0.00      0.00      0.00      0.00      0.00

00:00:01          DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
00:10:01     dev202-0      0.83      0.00     30.09     36.04      0.00      1.89      1.20      0.10
00:20:01     dev202-0      0.82      0.00     29.42     35.66      0.00      1.39      0.83      0.07
00:30:01     dev202-0      0.87      0.00     29.60     34.10      0.00      1.65      1.12      0.10
00:40:01     dev202-0      0.92      0.01     30.64     33.38      0.00      1.68      0.99      0.09
00:50:01     dev202-0      0.86      0.00     29.47     34.07      0.00      1.22      0.73      0.06
01:00:01     dev202-0      0.90      0.00     29.46     32.85      0.00      1.28      0.79      0.07
01:10:01     dev202-0      0.96      0.00     31.29     32.59      0.00      1.71      0.88      0.08
01:20:01     dev202-0      0.92      0.00     30.80     33.29      0.00      1.13      0.69      0.06
01:30:01     dev202-0      0.94      0.00     30.81     32.66      0.00      1.27      0.64      0.06
01:40:01     dev202-0      0.96      0.00     31.74     33.12      0.00      1.62      0.83      0.08
01:50:01     dev202-0      0.94      0.00     30.59     32.60      0.00      1.16      0.66      0.06
02:00:01     dev202-0      0.88      0.00     29.63     33.60      0.00      1.36      0.82      0.07
02:10:01     dev202-0      0.89      0.00     30.06     33.78      0.00      1.59      0.91      0.08
02:20:01     dev202-0      0.88      0.00     30.57     34.80      0.00      1.09      0.57      0.05
02:30:01     dev202-0      0.80      0.00     28.32     35.40      0.00      1.02      0.67      0.05
02:40:01     dev202-0      0.90      0.80     30.01     34.18      0.00      1.80      1.11      0.10
02:50:01     dev202-0      0.97      0.00     31.60     32.41      0.00      1.99      1.05      0.10
03:00:02     dev202-0      0.94      0.00     31.31     33.31      0.00      1.51      0.94      0.09
03:10:01     dev202-0      0.94      0.00     30.71     32.62      0.00      1.28      0.77      0.07
03:20:01     dev202-0      1.18      0.00     33.85     28.73      0.00      1.30      0.68      0.08
03:30:01     dev202-0      0.89      0.00     30.84     34.59      0.00      3.41      1.69      0.15
03:40:01     dev202-0      0.87      0.00     27.84     31.94      0.00      2.36      1.38      0.12
03:50:01     dev202-0      0.87      0.00     29.30     33.81      0.00      1.11      0.76      0.07
04:00:01     dev202-0      0.87      0.00     29.25     33.43      0.00      3.88      2.44      0.21
04:10:01     dev202-0      0.90      0.00     29.08     32.38      0.00      2.71      1.47      0.13
04:20:01     dev202-0      0.85      0.00     29.09     34.10      0.00      1.50      0.88      0.08
04:30:01     dev202-0      0.84      0.00     28.10     33.32      0.00      1.78      1.16      0.10
04:40:01     dev202-0      0.80      0.00     28.57     35.57      0.00      1.60      0.94      0.08
04:50:01     dev202-0      0.82      0.00     29.27     35.70      0.00      1.23      0.78      0.06
05:00:01     dev202-0      0.87      0.00     29.64     34.07      0.00      1.23      0.84      0.07
05:10:01     dev202-0      0.92      0.00     29.81     32.41      0.00      2.14      1.28      0.12
05:20:01     dev202-0      0.87      0.00     29.16     33.39      0.00      1.23      0.76      0.07
05:30:01     dev202-0      0.87      0.00     29.24     33.68      0.00      1.10      0.78      0.07
05:40:01     dev202-0      0.87      0.00     28.73     33.09      0.00      1.33      0.83      0.07
05:50:01     dev202-0      0.87      0.00     29.30     33.81      0.00      1.10      0.74      0.06
06:00:01     dev202-0      0.86      0.00     27.09     31.31      0.00      1.20      0.80      0.07
06:10:01     dev202-0      0.92      0.00     31.23     34.02      0.00      2.59      1.59      0.15
06:20:01     dev202-0      0.91      0.00     30.06     33.16      0.00      1.34      0.78      0.07
06:30:01     dev202-0      1.07      0.00     33.84     31.63      0.00      1.45      0.63      0.07
06:40:01     dev202-0      0.99      0.00     40.13     40.54      0.00      1.52      0.69      0.07
06:50:02     dev202-0      0.83      0.00     28.93     34.72      0.00      1.25      0.77      0.06
07:00:01     dev202-0      0.84      0.00     29.36     34.89      0.00      4.46      1.65      0.14
07:10:01     dev202-0      0.90      0.00     29.06     32.18      0.00      1.34      0.75      0.07
07:20:01     dev202-0      0.89      0.00     29.39     33.02      0.00      1.35      0.82      0.07
07:30:01     dev202-0      0.93      0.00     29.91     32.22      0.00      2.36      1.17      0.11
07:40:01     dev202-0      0.89      0.00     29.27     33.01      0.00      1.03      0.67      0.06
07:50:01     dev202-0      0.88      0.00     29.11     32.95      0.00      1.96      1.16      0.10
08:00:01     dev202-0      0.88      0.00     28.72     32.64      0.00      3.46      2.08      0.18
08:10:01     dev202-0      0.88      0.00     28.86     32.67      0.00      1.56      0.87      0.08
08:20:01     dev202-0      0.87      0.00     28.49     32.87      0.00      2.90      1.91      0.17
08:30:01     dev202-0      0.87      0.00     29.01     33.15      0.00      2.35      1.51      0.13
08:40:01     dev202-0      1.48      0.00    189.32    127.64      0.04     26.51      0.92      0.14
08:50:01     dev202-0      4.03      2.80    797.61    198.47      0.24     60.66      1.08      0.44
09:00:02     dev202-0      1.64      1.85    221.63    136.32      0.08     49.74      1.84      0.30
09:10:01     dev202-0      2.42     13.27    390.65    167.11      0.33    138.38      4.31      1.04
09:20:01     dev202-0      3.26     65.04    200.52     81.40      0.06     17.57      2.54      0.83
09:30:01     dev202-0      4.30     15.24    787.89    186.81      0.21     49.05      1.08      0.47
09:40:01     dev202-0      4.27      3.20    868.10    203.94      0.23     53.57      1.35      0.58
09:50:03     dev202-0      6.98     25.27   1461.78    213.02      0.79    113.73      1.89      1.32
10:00:01     dev202-0      5.65     43.21   1081.56    199.13      0.40     70.79      1.29      0.73
10:10:02     dev202-0      6.13     46.87   1160.38    197.10      0.66    107.53      2.34      1.44
10:20:01     dev202-0      5.31     55.30   1034.81    205.33      0.35     65.17      1.45      0.77
10:30:01     dev202-0      3.04     64.93    323.93    127.84      0.10     34.35      2.54      0.77
10:40:01     dev202-0      3.96     28.32    709.72    186.15      0.29     71.93      1.77      0.70
10:50:02     dev202-0      3.20      9.81    580.43    184.18      0.11     34.43      1.09      0.35
11:00:01     dev202-0      8.12     52.34   1638.13    208.18      0.66     81.10      1.27      1.03
11:10:01     dev202-0     10.10     64.16   2064.33    210.73      1.04    103.29      1.36      1.37
11:20:02     dev202-0      8.74     46.98   1788.41    210.01      0.87     99.79      1.56      1.36
11:30:02     dev202-0      7.27     85.71   1311.24    192.27      0.49     67.23      1.62      1.17
11:40:01     dev202-0      4.34     17.40    814.59    191.92      0.28     64.79      1.35      0.59
11:50:01     dev202-0      6.17     65.04   1088.49    187.09      0.42     68.46      1.59      0.98
12:00:02     dev202-0      5.33     46.82    985.98    193.67      0.32     59.73      1.67      0.89
12:10:02     dev202-0      8.20     74.39   1547.01    197.84      0.64     77.94      1.45      1.19
12:20:02     dev202-0      6.70     36.79   1303.68    200.02      0.55     82.01      1.53      1.02
12:30:01     dev202-0      5.88     34.59   1173.53    205.61      0.35     59.79      1.12      0.66
12:40:02     dev202-0      8.50     72.15   1659.75    203.87      0.87    102.94      1.61      1.37
12:50:01     dev202-0      3.18     15.25    505.79    163.77      0.15     45.85      1.22      0.39
13:00:02     dev202-0      8.72     41.93   1758.99    206.46      1.09    125.12      1.88      1.64
13:10:02     dev202-0      5.81     45.74   1087.36    194.96      0.60    103.14      1.94      1.13
13:20:02     dev202-0      4.57     67.02    670.92    161.42      0.28     61.02      2.42      1.11
13:30:01     dev202-0      3.60     36.67    584.88    172.78      0.11     29.55      1.70      0.61
Average:     dev202-0      2.55     14.55    386.72    157.30      0.16     61.45      1.50      0.38

00:00:01        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
00:10:01         eth0     96.33    102.13     19.55     29.24      0.00      0.00      0.00
00:10:01           lo      9.98      9.98      6.83      6.83      0.00      0.00      0.00
00:20:01         eth0     96.54    102.97     19.55     29.33      0.00      0.00      0.00
00:20:01           lo      9.93      9.93      6.80      6.80      0.00      0.00      0.00
00:30:01         eth0     95.70    102.22     19.50     29.22      0.00      0.00      0.00
00:30:01           lo      9.95      9.95      6.82      6.82      0.00      0.00      0.00
00:40:01         eth0     95.33    101.12     19.45     28.88      0.00      0.00      0.00
00:40:01           lo      9.94      9.94      6.79      6.79      0.00      0.00      0.00
00:50:01         eth0     95.31    102.34     19.43     28.91      0.00      0.00      0.00
00:50:01           lo      9.83      9.83      6.71      6.71      0.00      0.00      0.00
01:00:01         eth0     95.61    102.70     19.46     28.92      0.00      0.00      0.00
01:00:01           lo      9.87      9.87      6.74      6.74      0.00      0.00      0.00
01:10:01         eth0     95.44    101.45     19.50     28.95      0.00      0.00      0.00
01:10:01           lo      9.97      9.97      6.81      6.81      0.00      0.00      0.00
01:20:01         eth0     95.53    101.00     19.49     28.87      0.00      0.00      0.00
01:20:01           lo      9.89      9.89      6.76      6.76      0.00      0.00      0.00
01:30:01         eth0     95.40    100.99     19.48     28.85      0.00      0.00      0.00
01:30:01           lo      9.90      9.90      6.75      6.75      0.00      0.00      0.00
01:40:01         eth0     94.80    100.31     19.39     28.69      0.00      0.00      0.00
01:40:01           lo      9.82      9.82      6.70      6.70      0.00      0.00      0.00
01:50:01         eth0     96.01    101.65     19.51     28.94      0.00      0.00      0.00
01:50:01           lo      9.83      9.83      6.70      6.70      0.00      0.00      0.00
02:00:01         eth0     95.58    101.38     19.50     28.89      0.00      0.00      0.00
02:00:01           lo      9.87      9.87      6.73      6.73      0.00      0.00      0.00
02:10:01         eth0     94.64    100.14     19.41     28.78      0.00      0.00      0.00
02:10:01           lo      9.89      9.89      6.76      6.76      0.00      0.00      0.00
02:20:01         eth0     93.80     98.89     19.41     28.67      0.00      0.00      0.00
02:20:01           lo      9.82      9.82      6.69      6.69      0.00      0.00      0.00
02:30:01         eth0     94.41    100.06     19.41     28.69      0.00      0.00      0.00
02:30:01           lo      9.86      9.86      6.71      6.71      0.00      0.00      0.00
02:40:01         eth0     94.57    100.55     19.39     28.63      0.00      0.00      0.00
02:40:01           lo      9.78      9.78      6.65      6.65      0.00      0.00      0.00
02:50:01         eth0     94.14     99.46     19.33     28.56      0.00      0.00      0.00
02:50:01           lo      9.88      9.88      6.75      6.75      0.00      0.00      0.00
03:00:02         eth0     94.45     99.69     19.40     28.60      0.00      0.00      0.00
03:00:02           lo      9.83      9.83      6.67      6.67      0.00      0.00      0.00
03:10:01         eth0     93.33     98.51     19.26     28.34      0.00      0.00      0.00
03:10:01           lo      9.81      9.81      6.70      6.70      0.00      0.00      0.00
03:20:01         eth0     93.40     98.73     19.26     28.40      0.00      0.00      0.00
03:20:01           lo      9.84      9.84      6.71      6.71      0.00      0.00      0.00
03:30:01         eth0     93.95     99.35     19.35     28.61      0.00      0.00      0.00
03:30:01           lo      9.84      9.84      6.70      6.70      0.00      0.00      0.00
03:40:01         eth0     93.93     98.96     19.32     28.50      0.00      0.00      0.00
03:40:01           lo      9.76      9.76      6.63      6.63      0.00      0.00      0.00
03:50:01         eth0     93.27     98.48     19.27     28.32      0.00      0.00      0.00
03:50:01           lo      9.82      9.82      6.67      6.67      0.00      0.00      0.00
04:00:01         eth0     93.21     98.39     19.26     28.41      0.00      0.00      0.00
04:00:01           lo      9.75      9.75      6.62      6.62      0.00      0.00      0.00
04:10:01         eth0     94.38     99.30     19.34     28.57      0.00      0.00      0.00
04:10:01           lo      9.81      9.81      6.68      6.68      0.00      0.00      0.00
04:20:01         eth0     93.04     97.92     19.28     28.34      0.00      0.00      0.00
04:20:01           lo      9.81      9.81      6.65      6.65      0.00      0.00      0.00
04:30:01         eth0     93.49     98.65     19.26     28.33      0.00      0.00      0.00
04:30:01           lo      9.72      9.72      6.59      6.59      0.00      0.00      0.00
04:40:01         eth0     93.48     98.43     19.26     28.29      0.00      0.00      0.00
04:40:01           lo      9.79      9.79      6.65      6.65      0.00      0.00      0.00
04:50:01         eth0     93.71     98.85     19.33     28.38      0.00      0.00      0.00
04:50:01           lo      9.78      9.78      6.62      6.62      0.00      0.00      0.00
05:00:01         eth0     93.73     98.93     19.29     28.42      0.00      0.00      0.00
05:00:01           lo      9.74      9.74      6.62      6.62      0.00      0.00      0.00
05:10:01         eth0     93.70     99.13     19.27     28.37      0.00      0.00      0.00
05:10:01           lo      9.70      9.70      6.57      6.57      0.00      0.00      0.00
05:20:01         eth0     93.89     98.77     19.33     28.44      0.00      0.00      0.00
05:20:01           lo      9.77      9.77      6.62      6.62      0.00      0.00      0.00
05:30:01         eth0     93.30     98.22     19.21     28.23      0.00      0.00      0.00
05:30:01           lo      9.74      9.74      6.61      6.61      0.00      0.00      0.00
05:40:01         eth0     93.52     98.66     19.28     28.37      0.00      0.00      0.00
05:40:01           lo      9.81      9.81      6.66      6.66      0.00      0.00      0.00
05:50:01         eth0     93.29     98.42     19.26     28.36      0.00      0.00      0.00
05:50:01           lo      9.78      9.78      6.65      6.65      0.00      0.00      0.00
06:00:01         eth0     84.34     87.57     18.73     27.06      0.00      0.00      0.00
06:00:01           lo      9.18      9.18      6.06      6.06      0.00      0.00      0.00
06:10:01         eth0     92.38     97.33     19.19     28.18      0.00      0.00      0.00
06:10:01           lo      9.79      9.79      6.64      6.64      0.00      0.00      0.00
06:20:01         eth0     91.99     96.67     19.20     28.21      0.00      0.00      0.00
06:20:01           lo      9.75      9.75      6.63      6.63      0.00      0.00      0.00
06:30:01         eth0     91.58     96.85     19.15     28.16      0.00      0.00      0.00
06:30:01           lo      9.72      9.72      6.59      6.59      0.00      0.00      0.00
06:40:01         eth0    150.74    150.37    105.45     40.11      0.00      0.00      0.00
06:40:01           lo      9.77      9.77      6.63      6.63      0.00      0.00      0.00
06:50:02         eth0     94.46     98.46     19.33     28.38      0.00      0.00      0.00
06:50:02           lo      9.74      9.74      6.61      6.61      0.00      0.00      0.00
07:00:01         eth0     93.64     97.18     19.19     28.12      0.00      0.00      0.00
07:00:01           lo      9.78      9.78      6.65      6.65      0.00      0.00      0.00
