Linux 3.10.0-514.26.2.el7.x86_64 (ip-10-0-1-10) 	01/08/17 	_x86_64_	(2 CPU)

00:00:01        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
12:40:02         2.65  20798.19
12:50:01         2.81  24009.58
13:00:02         2.67  20338.19
13:10:02         2.71  23424.97
13:20:02         2.72  23644.16
13:30:01         2.70  20020.88
Average:         2.48  23528.09

00:00:01     pswpin/s pswpout/s
00:10:01         0.00      0.00
00:20:01         0.00      0.00
00:30:01         0.00      0.00
00:40:01         0.00      0.00
00:50:01         0.00      0.00
01:00:01         0.00      0.00
01:10:01         0.00      0.00
01:20:01         0.00      0.00
01:30:01         0.00      0.00
01:40:01         0.00      0.00
01:50:01         0.00      0.00
02:00:01         0.00      0.00
02:10:01         0.00      0.00
02:20:01         0.00      0.00
02:30:01         0.00      0.00
02:40:01         0.00      0.00
02:50:01         0.00      0.00
03:00:02         0.00      0.00
03:10:01         0.00      0.00
03:20:01         0.00      0.00
03:30:01         0.00      0.00
03:40:01         0.00      0.00
03:50:01         0.00      0.00
04:00:01         0.00      0.00
04:10:01         0.00      0.00
04:20:01         0.00      0.00
04:30:01         0.00      0.00
04:40:01         0.00      0.00
04:50:01         0.00      0.00
05:00:01         0.00      0.00
05:10:01         0.00      0.00
05:20:01         0.00      0.00
05:30:01         0.00      0.00
05:40:01         0.00      0.00
05:50:01         0.00      0.00
06:00:01         0.00      0.00
06:10:01         0.00      0.00
06:20:01         0.00      0.00
06:30:01         0.00      0.00
06:40:01         0.00      0.00
06:50:02         0.00      0.00
07:00:01         0.00      0.00
07:10:01         0.00      0.00
07:20:01         0.00      0.00
07:30:01         0.00      0.00
07:40:01         0.00      0.00
07:50:01         0.00      0.00
08:00:01         0.00      0.00
08:10:01         0.00      0.00
08:20:01         0.00      0.00
08:30:01         0.00      0.00
08:40:01         0.00      0.00
08:50:01         0.00      0.00
09:00:02         0.00      0.00
09:10:01         0.00      0.00
09:20:01         0.00      0.00
09:30:01         0.00      0.00
09:40:01         0.00      0.00
09:50:03         0.00      0.00
10:00:01         0.00      0.00
10:10:02         0.00      0.00
10:20:01         0.00      0.00
10:30:01         0.00      0.00
10:40:01         0.00      0.00
10:50:02         0.00      0.00
11:00:01         0.00      0.00
11:10:01         0.00      0.00
11:20:02         0.00      0.00
11:30:02         0.00      0.00
11:40:01         0.00      0.00
11:50:01         0.00      0.00
12:00:02         0.00      0.00
12:10:02         0.00      0.00
12:20:02         0.00      0.00
12:30:01         0.00      0.00
12:40:02         0.00      0.00
12:50:01         0.00      0.00
13:00:02         0.00      0.00
13:10:02         0.00      0.00
13:20:02         0.00      0.00
13:30:01         0.00      0.00
Average:         0.00      0.00

00:00:01     pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s    %vmeff
00:10:01         0.00     15.05    353.27      0.00    840.54      0.00      0.00      0.00      0.00
00:20:01         0.00     14.71    333.16      0.00    815.30      0.00      0.00      0.00      0.00
00:30:01         0.00     14.80    352.51      0.00    818.06      0.00      0.00      0.00      0.00
00:40:01         0.01     15.32    317.47      0.00    424.39      0.00      0.00      0.00      0.00
00:50:01         0.00     14.74    304.85      0.00    337.54      0.00      0.00      0.00      0.00
01:00:01         0.00     14.73    323.41      0.00    343.78      0.00      0.00      0.00      0.00
01:10:01         0.00     15.64    319.15      0.00    344.94      0.00      0.00      0.00      0.00
01:20:01         0.00     15.40    311.28      0.00    338.19      0.00      0.00      0.00      0.00
01:30:01         0.00     15.41    310.86      0.00    342.98      0.00      0.00      0.00      0.00
01:40:01         0.00     15.87    302.82      0.00    337.61      0.00      0.00      0.00      0.00
01:50:01         0.00     15.29    316.30      0.00    343.47      0.00      0.00      0.00      0.00
02:00:01         0.00     14.81    312.13      0.00    341.83      0.00      0.00      0.00      0.00
02:10:01         0.00     15.03    328.25      0.00    342.20      0.00      0.00      0.00      0.00
02:20:01         0.00     15.28    298.75      0.00    335.30      0.00      0.00      0.00      0.00
02:30:01         0.00     14.16    309.64      0.00    339.98      0.00      0.00      0.00      0.00
02:40:01         0.40     15.01    343.09      0.00    350.74      0.00      0.00      0.00      0.00
02:50:01         0.00     15.80    305.37      0.00    338.53      0.00      0.00      0.00      0.00
03:00:02         0.00     15.66    320.77      0.00    344.78      0.00      0.00      0.00      0.00
03:10:01         0.00     15.36    313.29      0.00    339.62      0.00      0.00      0.00      0.00
03:20:01         0.00     16.92    321.90      0.00    342.21      0.00      0.00      0.00      0.00
03:30:01         0.00     15.42    320.04      0.00    343.32      0.00      0.00      0.00      0.00
03:40:01         0.00     13.92    304.66      0.00    335.85      0.00      0.00      0.00      0.00
03:50:01         0.00     14.65    311.55      0.00    340.04      0.00      0.00      0.00      0.00
04:00:01         0.00     14.62    314.90      0.00    338.09      0.00      0.00      0.00      0.00
04:10:01         0.00     14.54    313.01      0.00    340.72      0.00      0.00      0.00      0.00
04:20:01         0.00     14.55    322.32      0.00    343.96      0.00      0.00      0.00      0.00
04:30:01         0.00     14.05    301.09      0.00    331.49      0.00      0.00      0.00      0.00
04:40:01         0.00     14.29    302.81      0.00    336.12      0.00      0.00      0.00      0.00
04:50:01         0.00     14.63    321.34      0.00    343.80      0.00      0.00      0.00      0.00
05:00:01         0.00     14.82    302.40      0.00    335.30      0.00      0.00      0.00      0.00
05:10:01         0.00     14.91    326.38      0.00    344.79      0.00      0.00      0.00      0.00
05:20:01         0.00     14.58    309.95      0.00    340.40      0.00      0.00      0.00      0.00
05:30:01         0.00     14.62    301.74      0.00    330.39      0.00      0.00      0.00      0.00
05:40:01         0.00     14.37    322.18      0.00    343.65      0.00      0.00      0.00      0.00
05:50:01         0.00     14.65    302.18      0.00    333.86      0.00      0.00      0.00      0.00
06:00:01         0.00     13.54    306.66      0.00    325.29      0.00      0.00      0.00      0.00
06:10:01         0.00     15.62    331.46      0.00    344.97      0.00      0.00      0.00      0.00
06:20:01         0.00     15.03    312.13      0.00    336.15      0.00      0.00      0.00      0.00
06:30:01         0.00     16.92    414.11      0.00    373.17      0.00      0.00      0.00      0.00
06:40:01         0.00     20.06    369.45      0.00    451.90      0.00      0.00      0.00      0.00
06:50:02         0.00     14.47    301.42      0.00    339.18      0.00      0.00      0.00      0.00
07:00:01         0.00     14.68    317.78      0.00    342.65      0.00      0.00      0.00      0.00
07:10:01         0.00     14.53    325.24      0.00    346.83      0.00      0.00      0.00      0.00
07:20:01         0.00     14.70    302.92      0.00    337.43      0.00      0.00      0.00      0.00
07:30:01         0.00     14.96    338.77      0.00    352.01      0.00      0.00      0.00      0.00
07:40:01         0.00     14.63    309.70      0.00    340.59      0.00      0.00      0.00      0.00
07:50:01         0.00     14.55    306.54      0.00    336.63      0.00      0.00      0.00      0.00
08:00:01         0.00     14.36    322.72      0.00    347.14      0.00      0.00      0.00      0.00
08:10:01         0.00     14.43    311.67      0.00    338.82      0.00      0.00      0.00      0.00
08:20:01         0.00     14.24    315.17      0.00    338.47      0.00      0.00      0.00      0.00
08:30:01         0.00     14.50    310.90      0.00    342.90      0.00      0.00      0.00      0.00
08:40:01         0.00     94.66    311.75      0.00    571.55      0.00      0.00      0.00      0.00
08:50:01         1.40    398.80    423.43      0.02    723.49      6.25      1.93      7.75     94.73
09:00:02         0.93    110.82    384.23      0.02    655.39     57.47     36.72     91.87     97.53
09:10:01         6.63    195.33    346.94      0.05    534.99     47.51     22.37     69.74     99.81
09:20:01        32.53    100.26    412.14      0.18    573.98     59.73      8.95     63.12     91.89
09:30:01         7.61    393.95    442.91      0.03    835.34    157.34     57.49    214.58     99.88
09:40:01         1.60    434.05    323.28      0.02    592.02     65.70     43.11    108.56     99.77
09:50:03        12.63    730.89    309.28      0.08    712.56    141.63     46.22    187.40     99.76
10:00:01        21.60    540.78    313.28      0.02    718.99     83.13     48.13    130.93     99.75
10:10:02        23.44    580.19    333.90      0.11    645.75    118.37     42.85    161.00     99.86
10:20:01        27.65    517.40    315.13      0.06    615.48     94.28     53.19    147.06     99.72
10:30:01        32.47    161.97    354.24      0.13    648.29     22.98     33.10     55.82     99.55
10:40:01        14.16    354.86    323.53      0.02    586.42     71.16     19.54     89.75     98.95
10:50:02         4.91    290.22    304.07      0.01    524.39     54.80     22.69     76.83     99.15
11:00:01        26.17    819.07    317.63      0.09    711.56    185.82     22.80    208.10     99.75
11:10:01        32.08   1032.16    320.04      0.06    662.59    240.56     33.04    273.20     99.86
11:20:02        23.51    894.20    314.71      0.09    708.34    179.92     44.45    223.84     99.76
11:30:02        42.84    655.62    319.66      0.17    625.23    127.54     55.04    181.36     99.34
11:40:01         8.70    407.29    307.38      0.05    496.07     79.91     23.77    103.55     99.86
11:50:01        32.52    544.25    339.70      0.12    548.26    127.70     27.56    154.58     99.56
12:00:02        23.41    492.99    310.84      0.08    472.30    113.34     15.46    128.39     99.68
12:10:02        37.22    773.51    323.65      0.13    720.35    163.67     45.07    208.00     99.65
12:20:02        18.38    651.84    312.58      0.11    636.64    128.17     32.73    160.27     99.61
12:30:01        17.29    586.77    312.88      0.04    544.59    133.90     15.54    148.81     99.58
12:40:02        36.07    829.87    345.34      0.16    832.08    186.02     24.15    209.72     99.79
12:50:01         7.63    252.89    419.91      0.04    572.19     62.02     10.34     72.29     99.91
13:00:02        20.97    879.49    306.40      0.05    684.16    200.59     18.77    218.13     99.44
13:10:02        22.75    543.68    318.37      0.09    652.40    118.78     22.34    140.67     99.67
13:20:02        33.84    335.46    321.69      0.11    528.27     73.03     17.25     90.08     99.78
13:30:01        18.13    292.44    363.67      0.09    496.53     67.33     10.25     77.10     99.37
Average:         7.28    193.36    326.22      0.03    467.52     39.12     10.55     49.42     99.48

00:00:01          tps      rtps      wtps   bread/s   bwrtn/s
00:10:01         0.83      0.00      0.83      0.00     30.09
00:20:01         0.82      0.00      0.82      0.00     29.42
00:30:01         0.87      0.00      0.87      0.00     29.60
00:40:01         0.92      0.00      0.92      0.01     30.64
00:50:01         0.86      0.00      0.86      0.00     29.47
01:00:01         0.90      0.00      0.90      0.00     29.46
01:10:01         0.96      0.00      0.96      0.00     31.29
01:20:01         0.92      0.00      0.92      0.00     30.80
01:30:01         0.94      0.00      0.94      0.00     30.81
01:40:01         0.96      0.00      0.96      0.00     31.74
01:50:01         0.94      0.00      0.94      0.00     30.59
02:00:01         0.88      0.00      0.88      0.00     29.63
02:10:01         0.89      0.00      0.89      0.00     30.06
02:20:01         0.88      0.00      0.88      0.00     30.57
02:30:01         0.80      0.00      0.80      0.00     28.32
02:40:01         0.90      0.01      0.89      0.80     30.01
02:50:01         0.97      0.00      0.97      0.00     31.60
03:00:02         0.94      0.00      0.94      0.00     31.31
03:10:01         0.94      0.00      0.94      0.00     30.71
03:20:01         1.18      0.00      1.18      0.00     33.85
03:30:01         0.89      0.00      0.89      0.00     30.84
03:40:01         0.87      0.00      0.87      0.00     27.84
03:50:01         0.87      0.00      0.87      0.00     29.30
04:00:01         0.87      0.00      0.87      0.00     29.25
04:10:01         0.90      0.00      0.90      0.00     29.08
04:20:01         0.85      0.00      0.85      0.00     29.09
04:30:01         0.84      0.00      0.84      0.00     28.10
04:40:01         0.80      0.00      0.80      0.00     28.57
04:50:01         0.82      0.00      0.82      0.00     29.27
05:00:01         0.87      0.00      0.87      0.00     29.64
05:10:01         0.92      0.00      0.92      0.00     29.81
05:20:01         0.87      0.00      0.87      0.00     29.16
05:30:01         0.87      0.00      0.87      0.00     29.24
05:40:01         0.87      0.00      0.87      0.00     28.73
05:50:01         0.87      0.00      0.87      0.00     29.30
06:00:01         0.86      0.00      0.86      0.00     27.09
06:10:01         0.92      0.00      0.92      0.00     31.23
06:20:01         0.91      0.00      0.91      0.00     30.06
06:30:01         1.07      0.00      1.07      0.00     33.84
06:40:01         0.99      0.00      0.99      0.00     40.13
06:50:02         0.83      0.00      0.83      0.00     28.93
07:00:01         0.84      0.00      0.84      0.00     29.36
07:10:01         0.90      0.00      0.90      0.00     29.06
07:20:01         0.89      0.00      0.89      0.00     29.39
07:30:01         0.93      0.00      0.93      0.00     29.91
07:40:01         0.89      0.00      0.89      0.00     29.27
07:50:01         0.88      0.00      0.88      0.00     29.11
08:00:01         0.88      0.00      0.88      0.00     28.72
08:10:01         0.88      0.00      0.88      0.00     28.86
08:20:01         0.87      0.00      0.87      0.00     28.49
08:30:01         0.87      0.00      0.87      0.00     29.01
08:40:01         1.48      0.00      1.48      0.00    189.32
08:50:01         4.03      0.08      3.96      2.80    797.61
09:00:02         1.64      0.05      1.59      1.85    221.63
09:10:01         2.42      0.24      2.18     13.27    390.65
09:20:01         3.26      1.42      1.85     65.04    200.52
09:30:01         4.30      0.32      3.98     15.24    787.89
09:40:01         4.27      0.08      4.20      3.20    868.10
09:50:03         6.98      0.44      6.54     25.27   1461.78
10:00:01         5.65      0.63      5.01     43.21   1081.56
10:10:02         6.13      0.78      5.34     46.87   1160.38
10:20:01         5.31      0.51      4.80     55.30   1034.81
10:30:01         3.04      0.95      2.09     64.93    323.93
10:40:01         3.96      0.38      3.58     28.32    709.72
10:50:02         3.20      0.19      3.02      9.81    580.43
11:00:01         8.12      0.94      7.18     52.34   1638.13
11:10:01        10.10      1.15      8.95     64.16   2064.33
11:20:02         8.74      0.91      7.83     46.98   1788.41
11:30:02         7.27      1.34      5.93     85.71   1311.24
11:40:01         4.34      0.35      3.98     17.40    814.59
11:50:01         6.17      1.10      5.07     65.04   1088.49
12:00:02         5.33      0.67      4.66     46.82    985.98
12:10:02         8.20      1.31      6.89     74.39   1547.01
12:20:02         6.70      0.79      5.91     36.79   1303.68
12:30:01         5.88      0.53      5.34     34.59   1173.53
12:40:02         8.50      1.11      7.38     72.15   1659.75
12:50:01         3.18      0.34      2.85     15.25    505.79
13:00:02         8.72      1.04      7.68     41.93   1758.99
13:10:02         5.80      0.71      5.08     45.50   1087.36
13:20:02         4.59      1.16      3.43     67.26    670.92
13:30:01         3.60      0.44      3.16     36.67    584.88
Average:         2.55      0.25      2.30     14.55    386.72

00:00:01      frmpg/s   bufpg/s   campg/s
00:10:01        -5.54      0.00      2.66
00:20:01        -4.73      0.00      2.66
00:30:01        -4.82      0.00      2.67
00:40:01         0.90      0.00      2.66
00:50:01        -4.47      0.00      2.64
01:00:01        -4.73      0.00      2.65
01:10:01        -4.50      0.00      2.66
01:20:01        -4.50      0.00      2.65
01:30:01        -4.55      0.00      2.64
01:40:01        -4.53      0.00      2.64
01:50:01        -4.55      0.00      2.63
02:00:01        -4.32      0.00      2.64
02:10:01        -4.72      0.00      2.65
02:20:01        -4.45      0.00      2.63
02:30:01        -3.75      0.00      2.64
02:40:01        -4.95      0.00      2.73
02:50:01        -5.28      0.00      2.65
03:00:02        -4.43      0.00      2.62
03:10:01        -4.08      0.00      2.65
03:20:01        -4.41      0.00      2.70
03:30:01        -4.44      0.00      2.63
03:40:01        -4.26      0.00      2.62
03:50:01        -4.59      0.00      2.62
04:00:01        -4.36      0.00      2.62
04:10:01        -3.71      0.00      2.63
04:20:01        -4.37      0.00      2.62
04:30:01        -4.48      0.00      2.61
04:40:01        -4.51      0.00      2.62
04:50:01        -3.53      0.00      2.61
05:00:01        -7.78      0.00      6.03
05:10:01        -3.77      0.00      2.61
05:20:01        -4.24      0.00      2.61
05:30:01        -4.62      0.00      2.62
05:40:01        -4.34      0.00      2.62
05:50:01        -4.44      0.00      2.62
06:00:01        -6.20      0.00      2.54
06:10:01        -5.31      0.00      2.62
06:20:01        -3.68      0.00      2.62
06:30:01        -6.47      0.00      2.66
06:40:01       -21.39      0.00      3.83
06:50:02        -7.65      0.00      2.62
07:00:01        -3.61      0.00      2.60
07:10:01        -4.40      0.00      2.61
07:20:01        -3.49      0.00      2.60
07:30:01        -5.71      0.00      2.63
07:40:01        -4.36      0.00      2.60
07:50:01        -4.43      0.00      2.61
08:00:01        -4.27      0.00      2.59
08:10:01        -3.63      0.00      2.60
08:20:01        -4.32      0.00      2.59
08:30:01        -3.52      0.00      2.59
08:40:01       -97.41      0.00     30.45
08:50:01      -183.66      0.00     83.55
09:00:02         0.65      0.00    -60.08
09:10:01         3.88      0.00    -25.62
09:20:01        12.11     -0.36    -31.44
09:30:01       -10.39      0.00   -113.27
09:40:01        -7.01      0.00     -0.15
09:50:03         2.13      0.00     -2.97
10:00:01        -1.67      0.00      4.75
10:10:02         2.87      0.00     -6.37
10:20:01         3.83      0.00    -13.84
10:30:01        -3.24      0.00    -11.45
10:40:01        -4.50      0.00      1.52
10:50:02         3.57      0.00     -4.22
11:00:01        -4.07      0.00      3.99
11:10:01         0.35      0.00     -0.44
11:20:02         2.70      0.00     -5.45
11:30:02        -0.14      0.00     -6.47
11:40:01        -0.32      0.00      2.43
11:50:01         0.24      0.00     -9.69
12:00:02         0.46      0.00     -4.88
12:10:02        -0.66      0.00      0.74
12:20:02         0.87      0.00     -1.14
12:30:01        -3.24      0.00      3.14
12:40:02        -0.06      0.00      1.35
12:50:01         3.29      0.00     -2.38
13:00:02        -0.41      0.00      0.07
13:10:02         0.63      0.00     -0.59
13:20:02        -2.67      0.00      5.18
13:30:01         2.55      0.00     -4.92
Average:        -6.49     -0.00     -0.36

00:00:01    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
00:10:01      1328864   2359788     63.97       868   1318588   3350072     90.82   1282852    893616       468
00:20:01      1317516   2371136     64.28       868   1324964   3350860     90.84   1293920    893636       480
00:30:01      1305948   2382704     64.60       868   1331376   3352120     90.88   1305192    893592       516
00:40:01      1308100   2380552     64.54       868   1337768   3337840     90.49   1308652    893308       416
00:50:01      1297372   2391280     64.83       868   1344096   3337972     90.49   1319216    893348       436
01:00:01      1286024   2402628     65.14       868   1350448   3338844     90.52   1330412    893404       532
01:10:01      1275216   2413436     65.43       868   1356844   3338556     90.51   1340840    893460       508
01:20:01      1264424   2424228     65.72       868   1363204   3338688     90.51   1351472    893504       496
01:30:01      1253508   2435144     66.02       868   1369548   3338816     90.52   1362028    893552       516
01:40:01      1242640   2446012     66.31       868   1375880   3338988     90.52   1372532    893592       396
01:50:01      1231720   2456932     66.61       868   1382204   3339556     90.54   1383344    893632       428
02:00:01      1221352   2467300     66.89       868   1388540   3339468     90.53   1393960    893484       516
02:10:01      1210012   2478640     67.20       868   1394908   3339984     90.55   1404964    893516       424
02:20:01      1199332   2489320     67.49       868   1401224   3340332     90.56   1415468    893588       440
02:30:01      1190320   2498332     67.73       868   1407552   3340048     90.55   1424052    893664       532
02:40:01      1178440   2510212     68.05       868   1414108   3340632     90.57   1435472    893704       520
02:50:01      1165772   2522880     68.40       868   1420476   3341048     90.58   1448252    893772       516
03:00:02      1155136   2533516     68.68       868   1426776   3340828     90.57   1458792    893788       396
03:10:01      1145364   2543288     68.95       868   1433124   3342172     90.61   1468028    893832       476
03:20:01      1134788   2553864     69.24       868   1439596   3342020     90.60   1478568    893868       544
03:30:01      1124132   2564520     69.52       868   1445908   3341668     90.59   1488732    893916        44
03:40:01      1113908   2574744     69.80       868   1452196   3341668     90.59   1499056    893976       500
03:50:01      1102900   2585752     70.10       868   1458492   3341732     90.59   1509480    894016       412
04:00:01      1092440   2596212     70.38       868   1464776   3341864     90.60   1519996    894044       424
04:10:01      1083528   2605124     70.63       868   1471092   3342340     90.61   1528548    894088       492
04:20:01      1073040   2615612     70.91       868   1477388   3342124     90.61   1538924    894140       396
04:30:01      1062292   2626360     71.20       868   1483644   3342188     90.61   1549332    894184       524
04:40:01      1051460   2637192     71.49       868   1489940   3342536     90.62   1559852    894208       536
04:50:01      1042984   2645668     71.72       868   1496208   3342320     90.61   1568140    894252       464
05:00:01      1024304   2664348     72.23       868   1510676   3350512     90.83   1578500    902488       416
05:10:01      1015264   2673388     72.48       868   1516940   3350992     90.85   1587100    902532       476
05:20:01      1005084   2683568     72.75       868   1523200   3350772     90.84   1597360    902564       460
05:30:01       994004   2694648     73.05       868   1529480   3350868     90.84   1607744    902608       392
05:40:01       983584   2705068     73.33       868   1535776   3350964     90.85   1618208    902652       480
05:50:01       972916   2715736     73.62       868   1542060   3350964     90.85   1628648    902704       376
06:00:01       958032   2730620     74.03       868   1548164   3359360     91.07   1642884    902744       808
06:10:01       945292   2743360     74.37       868   1554452   3359564     91.08   1655516    902808       480
06:20:01       936448   2752204     74.61       868   1560748   3359760     91.08   1664316    902832       516
06:30:01       920924   2767728     75.03       868   1567140   3364836     91.22   1678452    902860       408
06:40:01       869592   2819060     76.43       868   1576332   3364428     91.21   1730156    903200       400
06:50:02       851232   2837420     76.92       868   1582612   3364476     91.21   1748164    903264       456
07:00:01       842584   2846068     77.16       868   1588844   3364824     91.22   1756580    903300       444
07:10:01       832020   2856632     77.44       868   1595104   3364476     91.21   1766812    903364       528
07:20:01       823644   2865008     77.67       868   1601348   3364476     91.21   1775200    903408       384
07:30:01       809932   2878720     78.04       868   1607672   3371644     91.41   1787656    903388       500
07:40:01       799464   2889188     78.33       868   1613912   3371296     91.40   1797972    903420       384
07:50:01       788820   2899832     78.61       868   1620172   3371296     91.40   1808312    903456       400
08:00:01       778572   2910080     78.89       868   1626388   3371296     91.40   1818600    903504       428
08:10:01       769864   2918788     79.13       868   1632632   3371292     91.40   1826740    903540       468
08:20:01       759492   2929160     79.41       868   1638856   3371296     91.40   1837100    903592       508
08:30:01       751040   2937612     79.64       868   1645072   3371296     91.40   1845356    903632       432
08:40:01       517256   3171396     85.98       868   1718164   3372928     91.44   2072176    908204     19180
08:50:01        76252   3612400     97.93       868   1918780   3384408     91.75   2487972    925088      1276
09:00:02        77824   3610828     97.89       868   1774528   3385316     91.78   2381264   1034832     12888
09:10:01        87120   3601532     97.64       868   1713104   3388000     91.85   2354500   1057424       264
09:20:01       116180   3572472     96.85         0   1637620   3388456     91.86   2389828    995032      1164
09:30:01        91240   3597412     97.53         0   1365716   3388748     91.87   2538700    895040      8364
09:40:01        74412   3614240     97.98         0   1365356   3382020     91.69   2570652    888056     10000
09:50:03        79528   3609124     97.84         0   1358216   3382128     91.69   2569976    892628      9652
10:00:01        75532   3613120     97.95         0   1369572   3382628     91.70   2580456    895020       552
10:10:02        82436   3606216     97.77         0   1354256   3382348     91.70   2579440    890912     12444
10:20:01        91616   3597036     97.52         0   1321096   3382452     91.70   2587000    874568      7536
10:30:01        83824   3604828     97.73         0   1293580   3393832     92.01   2607416    859944       536
10:40:01        73020   3615632     98.02         0   1297220   3394020     92.01   2621024    856880       836
10:50:02        81588   3607064     97.79         0   1287100   3394032     92.01   2615232    853836       516
11:00:01        71824   3616828     98.05         0   1296676   3394412     92.02   2622088    856896      4988
11:10:01        72672   3615980     98.03         0   1295624   3394800     92.03   2622948    855164     24376
11:20:02        79176   3609476     97.85         0   1282520   3394472     92.02   2617024    854524       724
11:30:02        78844   3609808     97.86         0   1266984   3394612     92.03   2630288    841704      4216
11:40:01        78076   3610576     97.88         0   1272800   3384728     91.76   2627004    847348     11772
11:50:01        78656   3609996     97.87         0   1249552   3384736     91.76   2644688    829312     16160
12:00:02        79752   3608900     97.84         0   1237836   3384740     91.76   2644396    828312      5548
12:10:02        78172   3610480     97.88         0   1239612   3384760     91.76   2643740    830740     23016
12:20:02        80268   3608384     97.82         0   1236876   3385188     91.77   2641384    830652      5384
12:30:01        72508   3616144     98.03         0   1244404   3385148     91.77   2650212    830092     10316
12:40:02        72356   3616296     98.04         0   1247648   3379600     91.62   2652924    828008       608
12:50:01        80236   3608416     97.82         0   1241952   3375236     91.50   2645856    828108     15144
13:00:02        79248   3609404     97.85         0   1242112   3375656     91.51   2645256    829152      1300
13:10:02        80760   3607892     97.81         0   1240692   3375316     91.51   2642492    830300       504
13:20:02        74368   3614284     97.98         0   1253112   3375484     91.51   2642900    836660     10332
13:30:01        80480   3608172     97.82         0   1241316   3385756     91.79   2643860    827736       416
Average:       700443   2988209     81.01       589   1437068   3363382     91.18   1929261    888873      3006

00:00:01    kbswpfree kbswpused  %swpused  kbswpcad   %swpcad
00:10:01            0         0      0.00         0      0.00
00:20:01            0         0      0.00         0      0.00
00:30:01            0         0      0.00         0      0.00
00:40:01            0         0      0.00         0      0.00
00:50:01            0         0      0.00         0      0.00
01:00:01            0         0      0.00         0      0.00
01:10:01            0         0      0.00         0      0.00
01:20:01            0         0      0.00         0      0.00
01:30:01            0         0      0.00         0      0.00
01:40:01            0         0      0.00         0      0.00
01:50:01            0         0      0.00         0      0.00
02:00:01            0         0      0.00         0      0.00
02:10:01            0         0      0.00         0      0.00
02:20:01            0         0      0.00         0      0.00
02:30:01            0         0      0.00         0      0.00
02:40:01            0         0      0.00         0      0.00
02:50:01            0         0      0.00         0      0.00
03:00:02            0         0      0.00         0      0.00
03:10:01            0         0      0.00         0      0.00
03:20:01            0         0      0.00         0      0.00
03:30:01            0         0      0.00         0      0.00
03:40:01            0         0      0.00         0      0.00
03:50:01            0         0      0.00         0      0.00
04:00:01            0         0      0.00         0      0.00
04:10:01            0         0      0.00         0      0.00
04:20:01            0         0      0.00         0      0.00
04:30:01            0         0      0.00         0      0.00
04:40:01            0         0      0.00         0      0.00
04:50:01            0         0      0.00         0      0.00
05:00:01            0         0      0.00         0      0.00
05:10:01            0         0      0.00         0      0.00
05:20:01            0         0      0.00         0      0.00
05:30:01            0         0      0.00         0      0.00
05:40:01            0         0      0.00         0      0.00
05:50:01            0         0      0.00         0      0.00
06:00:01            0         0      0.00         0      0.00
06:10:01            0         0      0.00         0      0.00
06:20:01            0         0      0.00         0      0.00
06:30:01            0         0      0.00         0      0.00
06:40:01            0         0      0.00         0      0.00
06:50:02            0         0      0.00         0      0.00
07:00:01            0         0      0.00         0      0.00
07:10:01            0         0      0.00         0      0.00
07:20:01            0         0      0.00         0      0.00
07:30:01            0         0      0.00         0      0.00
07:40:01            0         0      0.00         0      0.00
07:50:01            0         0      0.00         0      0.00
08:00:01            0         0      0.00         0      0.00
08:10:01            0         0      0.00         0      0.00
08:20:01            0         0      0.00         0      0.00
08:30:01            0         0      0.00         0      0.00
08:40:01            0         0      0.00         0      0.00
08:50:01            0         0      0.00         0      0.00
09:00:02            0         0      0.00         0      0.00
09:10:01            0         0      0.00         0      0.00
09:20:01            0         0      0.00         0      0.00
09:30:01            0         0      0.00         0      0.00
09:40:01            0         0      0.00         0      0.00
09:50:03            0         0      0.00         0      0.00
10:00:01            0         0      0.00         0      0.00
10:10:02            0         0      0.00         0      0.00
10:20:01            0         0      0.00         0      0.00
10:30:01            0         0      0.00         0      0.00
10:40:01            0         0      0.00         0      0.00
10:50:02            0         0      0.00         0      0.00
11:00:01            0         0      0.00         0      0.00
11:10:01            0         0      0.00         0      0.00
11:20:02            0         0      0.00         0      0.00
11:30:02            0         0      0.00         0      0.00
11:40:01            0         0      0.00         0      0.00
11:50:01            0         0      0.00         0      0.00
12:00:02            0         0      0.00         0      0.00
12:10:02            0         0      0.00         0      0.00
12:20:02            0         0      0.00         0      0.00
12:30:01            0         0      0.00         0      0.00
12:40:02            0         0      0.00         0      0.00
12:50:01            0         0      0.00         0      0.00
13:00:02            0         0      0.00         0      0.00
13:10:02            0         0      0.00         0      0.00
13:20:02            0         0      0.00         0      0.00
13:30:01            0         0      0.00         0      0.00
Average:            0         0      0.00         0      0.00

00:00:01    kbhugfree kbhugused  %hugused
00:10:01            0         0      0.00
00:20:01            0         0      0.00
00:30:01            0         0      0.00
00:40:01            0         0      0.00
00:50:01            0         0      0.00
01:00:01            0         0      0.00
01:10:01            0         0      0.00
01:20:01            0         0      0.00
01:30:01            0         0      0.00
01:40:01            0         0      0.00
01:50:01            0         0      0.00
02:00:01            0         0      0.00
02:10:01            0         0      0.00
02:20:01            0         0      0.00
02:30:01            0         0      0.00
02:40:01            0         0      0.00
02:50:01            0         0      0.00
03:00:02            0         0      0.00
